"ProductID","Brand","Class","Assembly_status","Material_type","Required_capacity","Purchasing_cost","Selling_price","WeeklyDiscount","WeeklyDemand"
"P75421222","Mercury Row","Bedding and bath","Not required","Polyester",1.8,80,96.99,43,163
"P75421224","Mercury Row","Bedding and bath","Not required","Flannel",1.5,150,169.99,43,142
"P75421226","Rosdorf Park","Decor","Not required","Glass",7.2,452,694.99,19,88
"P75421231","Mercury Row","Rugs","Not required","Wool",2.7,326,570.99,24,94
"P75421232","Mercury Row","Rugs","Not required","Cotton",2.9,374,701.99,22,116
"P75421238","Everly Quinn","Decor","Not required","Wood",7.2,854,1480.99,20,77
"P75421239","Samsung","Appliances","Not required","Plastics",10.9,546,944.99,19,44
"P75421240","17 stories","Rugs","Not required","Wool",2.7,540,889.99,25,103
"P75421242","Alwyn Home","Bedding and bath","Not required","Flannel",1.9,350,402.99,48,131
"P75421243","World Menagerie","Decor","Not required","Wood",8.2,924,1705.99,11,72
"P75421244","Union Rustic","Rugs","Not required","Cotton",2.5,265,439.99,30,116
"P75421245","Alwyn Home","Bedding and bath","Not required","Cotton",1.6,407,497.99,38,129
"P75421248","Everly Quinn","Decor","Not required","Wood",7.7,418,746.99,11,71
"P75421249","17 stories","Rugs","Not required","Cotton",2.9,183,330.99,20,115
"P75421250","Bosch","Appliances","Not required","Plastics",10.6,905,1158.99,16,28
"P75421251","Grovelane","Bedding and bath","Not required","Cotton",1.7,202,249.99,41,163
"P75421253","Everly Quinn","Decor","Not Included","Wood",8.3,170,302.99,16,100
"P75421257","Mercury Row","Rugs","Not required","Wool",2.7,557,1025.99,33,99
"P75421258","AllModern","Bedding and bath","Not required","Cotton",1.9,115,131.99,44,148
"P75421259","Ethan Allen","Furniture","Not required","Fabric",44.7,723,1314.99,18,9
"P75421260","Rosdorf Park","Decor","Not Included","Glass",8,12,19.99,17,107
"P75421261","Bosch","Appliances","Not Included","Steel",10.5,1102,1688.99,21,31
"P75421262","Mercury Row","Rugs","Not required","Cotton",2.5,114,199.99,27,113
"P75421263","Samsung","Appliances","Not required","Steel",10.5,150,206.99,25,36
"P75421264","17 stories","Rugs","Not required","Cotton",2.9,433,759.99,37,109
"P75421265","Grovelane","Bedding and bath","Not required","Cotton",1.5,397,491.99,34,150
"P75421269","Everly Quinn","Decor","Not required","Wood",8,544,962.99,16,79
"P75421270","Mercury Row","Bedding and bath","Not required","Flannel",1.7,284,344.99,47,149
"P75421275","Everly Quinn","Decor","Not required","Wood",7.2,520,893.99,13,71
"P75421277","Alwyn Home","Bedding and bath","Not required","Cotton",1.8,150,170.99,32,170
"P75421279","Mercury Row","Bedding and bath","Not required","Polyester",1.8,84,104.99,38,161
"P75421280","Ethan Allen","Furniture","Not required","Wood",47.8,2285,4023.99,14,21
"P75421281","Mercury Row","Bedding and bath","Not required","Flannel",1.6,262,303.99,35,158
"P75421284","Ashley","Furniture","Not Included","Leather",44.7,2552,4900.99,16,13
"P75421285","GE","Appliances","Not required","Steel",11.2,197,327.99,25,48
"P75421286","Samsung","Appliances","Not required","Steel",10.5,348,487.99,24,49
"P75421287","World Menagerie","Decor","Not required","Wood",8.4,944,1335.99,14,85
"P75421288","World Menagerie","Decor","Not required","Glass",8.4,199,339.99,15,98
"P75421289","Mercury Row","Rugs","Not required","Wool",2.9,120,195.99,37,100
"P75421291","Union Rustic","Rugs","Not required","Cotton",2.6,230,398.99,35,92
"P75421292","Rosdorf Park","Decor","Not Included","Wood",8.2,618,1039.99,13,81
"P75421293","Union Rustic","Rugs","Not required","Wool",2.8,127,204.99,34,114
"P75421294","GE","Appliances","Not required","Steel",10.7,746,919.99,23,44
"P75421306","Samsung","Appliances","Not required","Steel",10.7,1074,1430.99,15,46
"P75421311","Alwyn Home","Bedding and bath","Not required","Flannel",1.8,84,96.99,49,148
"P75421313","Rosdorf Park","Decor","Not required","Glass",7.1,981,1627.99,11,78
"P75421314","17 stories","Rugs","Not required","Cotton",2.8,403,748.99,30,121
"P75421317","Ashley","Furniture","Included","Fabric",45.7,1501,3091.99,18,24
"P75421326","Samsung","Appliances","Not required","Steel",10.9,1086,1344.99,30,31
"P75421327","Bosch","Appliances","Not required","Steel",11,89,130.99,27,46
"P75421328","World Menagerie","Decor","Not required","Glass",8,853,1469.99,19,69
"P75421329","Rosdorf Park","Decor","Not required","Glass",8.2,632,952.99,20,72
"P75421331","Everly Quinn","Decor","Not required","Glass",8.1,255,432.99,12,103
"P75421340","Rosdorf Park","Decor","Not required","Wood",8.3,880,1330.99,20,79
"P75421344","Grovelane","Bedding and bath","Not required","Flannel",1.8,332,378.99,36,162
"P75421349","Samsung","Appliances","Not required","Steel",10.9,179,297.99,26,34
"P75421351","Everly Quinn","Decor","Not required","Glass",7.4,311,513.99,11,68
"P75421352","Everly Quinn","Decor","Not required","Wood",7.8,825,1209.99,15,87
"P75421354","Samsung","Appliances","Not required","Plastics",10.8,559,724.99,15,35
"P75421355","Samsung","Appliances","Not Included","Steel",10.6,424,551.99,23,25
"P75421356","Everly Quinn","Decor","Not required","Wood",7.6,410,727.99,11,60
"P75421358","World Menagerie","Decor","Not Included","Glass",7.8,99,144.99,19,74
"P75421363","Rosdorf Park","Decor","Not Included","Wood",8.1,332,466.99,18,92
"P75421364","GE","Appliances","Not Included","Steel",11.1,363,528.99,27,23
"P75421365","Mercury Row","Rugs","Not required","Cotton",2.8,514,914.99,35,112
"P75421366","Rosdorf Park","Decor","Not required","Glass",7.9,823,1223.99,16,74
"P75421367","Everly Quinn","Decor","Not required","Wood",7.2,984,1782.99,20,96
"P75421368","Samsung","Appliances","Not required","Steel",10.9,109,155.99,29,37
"P75421369","AllModern","Bedding and bath","Not required","Polyester",1.6,177,216.99,44,155
"P75421370","Ashley","Furniture","Not Included","Fabric",48.4,1647,3149.99,17,19
"P75421371","Rosdorf Park","Decor","Not required","Glass",7.2,844,1545.99,14,72
"P75421372","Everly Quinn","Decor","Not required","Glass",8,958,1689.99,11,78
"P75421373","Mercury Row","Rugs","Not required","Cotton",2.8,322,543.99,32,111
"P75421374","Mercury Row","Rugs","Not required","Cotton",2.6,430,698.99,38,133
"P75421375","Grovelane","Bedding and bath","Not required","Cotton",1.8,394,460.99,49,142
"P75421376","Grovelane","Bedding and bath","Not required","Polyester",1.7,378,439.99,34,150
"P75421377","World Menagerie","Decor","Not required","Glass",8.3,679,1149.99,15,80
"P75421378","Rosdorf Park","Decor","Not required","Glass",8,914,1616.99,17,82
"P75421379","Mercury Row","Bedding and bath","Not required","Flannel",1.8,345,417.99,44,138
"P75421380","Rosdorf Park","Decor","Not required","Glass",7.7,197,352.99,17,88
"P75421381","Mercury Row","Rugs","Not required","Cotton",2.8,408,755.99,23,99
"P75421382","World Menagerie","Decor","Not required","Glass",7.2,868,1309.99,17,81
"P75421383","Grovelane","Bedding and bath","Not required","Flannel",1.6,158,190.99,50,155
"P75421385","17 stories","Rugs","Not required","Cotton",2.7,270,502.99,31,100
"P75421386","Samsung","Appliances","Not required","Steel",10.8,111,163.99,16,42
"P75421389","Mercury Row","Bedding and bath","Not required","Flannel",1.6,365,421.99,31,175
"P75421390","Bosch","Appliances","Not required","Steel",10.9,916,1562.99,23,38
"P75421391","Everly Quinn","Decor","Not required","Wood",7.9,984,1492.99,17,79
"P75421394","Ashley","Furniture","Included","Fabric",48.7,1214,2493.99,11,24
"P75421395","Rosdorf Park","Decor","Not Included","Glass",8,1037,1610.99,18,80
"P75421400","Rosdorf Park","Decor","Not required","Glass",7.6,55,84.99,14,83
"P75421401","Bosch","Appliances","Not required","Plastics",10.9,1117,1738.99,23,30
"P75421402","World Menagerie","Decor","Not required","Glass",7.5,654,1207.99,13,71
"P75421403","Samsung","Appliances","Not required","Plastics",10.6,320,411.99,20,42
"P75421407","Rosdorf Park","Decor","Not required","Wood",8.1,1024,1588.99,13,71
"P75421408","World Menagerie","Decor","Not required","Glass",7.4,164,292.99,16,71
"P75421411","Bosch","Appliances","Not required","Plastics",10.6,688,1155.99,21,39
"P75421413","Rosdorf Park","Decor","Not required","Wood",7.7,949,1576.99,12,80
"P75421415","Mercury Row","Rugs","Not required","Cotton",2.6,554,922.99,27,117
"P75421417","Everly Quinn","Decor","Not required","Glass",7.2,256,390.99,11,73
"P75421418","GE","Appliances","Not Included","Steel",10.6,903,1463.99,17,26
"P75421420","Rosdorf Park","Decor","Not Included","Wood",8.2,417,667.99,14,107
"P75421422","17 stories","Rugs","Not required","Wool",2.8,265,478.99,23,119
"P75421424","Mercury Row","Bedding and bath","Not required","Polyester",1.7,336,414.99,40,160
"P75421425","Rosdorf Park","Decor","Not required","Glass",8,256,434.99,17,77
"P75421426","AllModern","Bedding and bath","Not required","Polyester",1.7,266,325.99,45,185
"P75421427","Union Rustic","Rugs","Not required","Cotton",2.8,228,373.99,38,109
"P75421428","Mercury Row","Bedding and bath","Not required","Cotton",1.9,67,78.99,33,142
"P75421429","17 stories","Rugs","Not required","Cotton",2.8,236,428.99,33,113
"P75421430","Alwyn Home","Bedding and bath","Not required","Flannel",1.6,196,224.99,50,169
"P75421439","World Menagerie","Decor","Not Included","Glass",7.6,1066,1715.99,15,99
"P75421441","Mercury Row","Bedding and bath","Not required","Flannel",1.8,167,197.99,48,185
"P75421442","Bosch","Appliances","Not required","Steel",11.1,669,1063.99,17,42
"P75421446","Grovelane","Bedding and bath","Not required","Cotton",1.8,318,364.99,34,141
"P75421448","Grovelane","Bedding and bath","Not required","Polyester",1.7,121,141.99,32,135
"P75421452","Union Rustic","Rugs","Not required","Wool",2.8,434,752.99,27,98
"P75421454","Samsung","Appliances","Not required","Plastics",10.8,294,423.99,30,58
"P75421455","AllModern","Bedding and bath","Not required","Cotton",1.7,148,174.99,46,151
"P75421457","Alwyn Home","Bedding and bath","Not required","Flannel",1.6,172,198.99,45,167
"P75421458","World Menagerie","Decor","Not required","Wood",8,149,269.99,19,77
"P75421462","Mercury Row","Rugs","Not required","Cotton",2.5,341,596.99,38,98
"P75421463","Everly Quinn","Decor","Not required","Wood",7.9,672,1193.99,16,92
"P75421464","GE","Appliances","Not required","Steel",10.6,830,1120.99,16,34
"P75421465","Grovelane","Bedding and bath","Not required","Polyester",1.9,274,328.99,37,130
"P75421466","Union Rustic","Rugs","Not required","Wool",3,513,888.99,23,110
"P75421467","GE","Appliances","Not required","Steel",10.5,577,799.99,16,41
"P75421468","GE","Appliances","Not required","Steel",10.7,1121,1650.99,20,47
"P75421469","World Menagerie","Decor","Not required","Wood",8,316,471.99,12,85
"P75421470","Grovelane","Bedding and bath","Not required","Cotton",1.9,370,450.99,33,156
"P75421471","Grovelane","Bedding and bath","Not required","Polyester",1.6,315,379.99,39,146
"P75421473","Mercury Row","Bedding and bath","Not required","Polyester",1.9,209,244.99,32,140
"P75421476","World Menagerie","Decor","Not required","Wood",8.3,294,533.99,11,71
"P75421479","World Menagerie","Decor","Not required","Glass",7.3,1046,1851.99,14,82
"P75421481","World Menagerie","Decor","Not required","Glass",7.8,904,1421.99,18,75
"P75421484","Alwyn Home","Bedding and bath","Not required","Flannel",1.6,53,65.99,41,160
"P75421485","Mercury Row","Bedding and bath","Not required","Cotton",1.6,250,296.99,39,153
"P75421494","Samsung","Appliances","Not required","Steel",10.7,796,1154.99,17,35
"P75421495","Samsung","Appliances","Not Included","Steel",10.7,1059,1708.99,25,22
"P75421497","Mercury Row","Bedding and bath","Not required","Polyester",1.6,202,230.99,45,114
"P75421498","Alwyn Home","Bedding and bath","Not required","Polyester",1.6,262,317.99,35,126
"P75421499","Mercury Row","Bedding and bath","Not required","Cotton",1.6,392,476.99,34,146
"P75421500","Alwyn Home","Bedding and bath","Not required","Polyester",1.8,140,159.99,40,149
"P75421503","Everly Quinn","Decor","Not required","Glass",8.3,501,808.99,20,70
"P75421504","Mercury Row","Rugs","Not required","Cotton",2.5,355,638.99,38,130
"P75421506","Rosdorf Park","Decor","Not required","Wood",7.8,644,991.99,15,77
"P75421507","Mercury Row","Bedding and bath","Not required","Polyester",1.6,284,347.99,31,134
"P75421508","Mercury Row","Rugs","Not required","Cotton",2.5,183,316.99,20,113
"P75421509","Grovelane","Bedding and bath","Not required","Cotton",1.8,68,81.99,34,160
"P75421519","Mercury Row","Rugs","Not required","Cotton",2.6,554,906.99,37,109
"P75421520","AllModern","Bedding and bath","Not required","Flannel",1.6,66,78.99,31,155
"P75421523","Everly Quinn","Decor","Not required","Glass",8.3,383,539.99,10,76
"P75421524","World Menagerie","Decor","Not required","Wood",7.8,35,53.99,12,60
"P75421528","GE","Appliances","Not Included","Plastics",10.9,658,1096.99,15,28
"P75421530","Samsung","Appliances","Not required","Steel",10.5,1136,1669.99,19,58
"P75421531","Mercury Row","Rugs","Not required","Wool",2.8,139,235.99,29,111
"P75421533","World Menagerie","Decor","Not required","Wood",7.8,509,857.99,19,80
"P75421534","Alwyn Home","Bedding and bath","Not required","Cotton",1.6,177,210.99,40,153
"P75421535","17 stories","Rugs","Not required","Silk",3,229,408.99,25,114
"P75421537","Mercury Row","Bedding and bath","Not required","Flannel",1.9,150,168.99,39,143
"P75421539","World Menagerie","Decor","Not required","Wood",7.8,427,634.99,14,92
"P75421544","GE","Appliances","Not required","Plastics",10.7,795,1286.99,17,36
"P75421555","Alwyn Home","Bedding and bath","Not required","Cotton",1.5,244,290.99,41,145
"P75421556","Samsung","Appliances","Not required","Steel",11,46,78.99,22,25
"P75421557","Bosch","Appliances","Not Included","Steel",10.7,1005,1353.99,27,21
"P75421558","Grovelane","Bedding and bath","Not required","Flannel",1.9,177,217.99,33,143
"P75421559","Union Rustic","Rugs","Not required","Cotton",2.9,278,465.99,40,114
"P75421561","Grovelane","Bedding and bath","Not required","Flannel",1.6,353,398.99,33,156
"P75421562","Alwyn Home","Bedding and bath","Not required","Cotton",1.7,270,335.99,35,169
"P75421563","AllModern","Bedding and bath","Not required","Polyester",1.6,188,221.99,31,166
"P75421564","Grovelane","Bedding and bath","Not required","Cotton",1.6,151,185.99,48,148
"P75421576","Everly Quinn","Decor","Not required","Glass",7.6,124,222.99,18,81
"P75421577","Everly Quinn","Decor","Not required","Glass",7.5,61,106.99,13,84
"P75421578","Rosdorf Park","Decor","Not required","Glass",7.3,805,1328.99,11,81
"P75421579","Everly Quinn","Decor","Not required","Glass",7.2,301,515.99,14,77
"P75421580","Union Rustic","Rugs","Not required","Cotton",2.6,407,698.99,27,124
"P75421581","Rosdorf Park","Decor","Not required","Wood",7.2,23,36.99,17,84
"P75421584","Mercury Row","Bedding and bath","Not required","Flannel",1.6,181,207.99,34,144
"P75421586","Rosdorf Park","Decor","Not required","Wood",7.6,361,508.99,10,67
"P75421587","Grovelane","Bedding and bath","Not required","Cotton",1.9,299,364.99,37,133
"P75421588","Everly Quinn","Decor","Not required","Glass",7.9,1024,1712.99,11,79
"P75421591","Rosdorf Park","Decor","Not required","Wood",8.4,1004,1490.99,19,72
"P75421592","Grovelane","Bedding and bath","Not required","Flannel",1.7,390,482.99,44,136
"P75421613","World Menagerie","Decor","Not required","Wood",8.3,62,105.99,20,68
"P75421615","Everly Quinn","Decor","Not required","Wood",7.4,82,129.99,15,59
"P75421616","World Menagerie","Decor","Not required","Glass",7.4,925,1441.99,17,80
"P75421617","Rosdorf Park","Decor","Not required","Glass",8,597,908.99,13,79
"P75421618","GE","Appliances","Not required","Steel",10.9,56,86.99,26,44
"P75421619","Ashley","Furniture","Not Included","Wood",44.3,2162,3852.99,13,12
"P75421620","Samsung","Appliances","Not required","Steel",11.2,574,991.99,29,31
"P75421621","Samsung","Appliances","Not Included","Steel",11,569,717.99,17,36
"P75421622","Ethan Allen","Furniture","Not Included","Wood",48.2,2251,4100.99,14,16
"P75421623","Samsung","Appliances","Not required","Plastics",11,260,321.99,26,39
"P75421624","Rosdorf Park","Decor","Not required","Wood",7.6,832,1246.99,13,73
"P75421625","Rosdorf Park","Decor","Not required","Glass",7.6,639,900.99,17,98
"P75421626","Rosdorf Park","Decor","Not required","Glass",7.3,136,238.99,11,73
"P75421627","Samsung","Appliances","Not required","Steel",10.9,804,1388.99,19,45
"P75421628","Rosdorf Park","Decor","Not required","Glass",7.1,366,623.99,11,73
"P75421629","Union Rustic","Rugs","Not required","Wool",2.6,345,655.99,27,113
"P75421630","Rosdorf Park","Decor","Not required","Wood",8.3,991,1522.99,18,86
"P75421631","Everly Quinn","Decor","Not required","Glass",7.9,255,368.99,12,86
"P75421633","Mercury Row","Bedding and bath","Not required","Flannel",1.7,326,385.99,50,142
"P75421634","Samsung","Appliances","Not required","Steel",10.8,871,1403.99,26,37
"P75421636","17 stories","Rugs","Not required","Cotton",2.6,206,391.99,21,84
"P75421637","GE","Appliances","Not required","Steel",10.6,643,933.99,21,22
"P75421638","AllModern","Bedding and bath","Not required","Flannel",1.6,121,143.99,37,154
"P75421640","Rosdorf Park","Decor","Not required","Glass",8,344,489.99,14,83
